"RangeAlpha";"RangeKs"
0.608511309593962;1.26259526731688
0.321455392768332;0.682308834972498
0.224222582554471;0.480340830523732
0.170184594069127;0.355939398935355
0.132310649033795;0.273859376579336
0.102296496180808;0.213825704934051
0.0801233961634127;0.162050166009
0.0595401738170346;0.120950382115629
0.041117775845349;0.0838552960422608
0.0222080167471824;0.0484094885922068
