"RangeAlpha";"RangeKs"
3.06639800989965;6.39532996857891
0.965017973486868;1.85799625195981
0.468564334697545;0.905438974624924
0.259246644247876;0.499719726614103
0.156929863417001;0.299020789174024
0.0950031636790283;0.184289212175669
0.0553224433271869;0.110080828805667
0.0307360882917757;0.0643282128578359
0.014933279205095;0.0306227263654436
0.00423428974259109;0.00860805356743472
