"RangeAlpha";"RangeKs"
1.22140856865789;2.5988044902726
0.523819568128239;1.03005514336146
0.307742450941264;0.630359925976089
0.206013005773138;0.418735930606928
0.141611279562843;0.288088537597042
0.0984830643088732;0.202515608052644
0.0689651123377464;0.140945999614642
0.0451985881253447;0.0921592950095699
0.0270103398141725;0.0557856552107975
0.0113193804160949;0.0244170127317364
