"RangeAlpha";"RangeKs"
0.380889636754634;0.777415756600618
0.249623290014073;0.50798629760413
0.194088622054559;0.389928854178475
0.157868391669311;0.315830361440666
0.130539834224063;0.262104419510744
0.10940463991106;0.218104526720011
0.090154857126599;0.179643088669538
0.073077595807201;0.145777735414602
0.0571332246660144;0.113257381419266
0.0371915632806213;0.0749927360233309
