"RangeAlpha";"RangeKs"
0.118361388;0.238622357
0.118361388;0.238622357
0.118361388;0.238622357
0.118361388;0.238622357
0.118361388;0.238622357
0.118361388;0.238622357
0.118361388;0.238622357
0.118361388;0.238622357
0.118361388;0.238622357
0.118361388;0.238622357
